TIMM10B	XM_054187727.1#TIMM10B
MYLK	XM_054210266.1#MYLK
EMG1	XM_054188261.1#EMG1
LOC128913366	XM_054210784.1#LOC128913366
CDC27	XM_054224230.1#CDC27
PLEKHM2	XM_054222480.1#PLEKHM2
LOC128917655	XM_054221003.1#LOC128917655
SMPD3	XM_054200973.1#SMPD3
VPS13B	XM_054189532.1#VPS13B
LMBRD1	XM_054193987.1#LMBRD1
CLASP1	XM_054209903.1#CLASP1
LOC128903326	XM_054187340.1#LOC128903326
LOC128915474	XM_054215820.1#LOC128915474
CAB39L	XM_054215940.1#CAB39L
SCRIB	XM_054189693.1#SCRIB
HPRT1	XM_054214738.1#HPRT1
GLOD5	XM_054214682.1#GLOD5
YOD1	XM_054180981.1#YOD1
LOC128903659	XM_054187664.1#LOC128903659
LOC128913361	XM_054210762.1#LOC128913361
NTNG1	XM_054212389.1#NTNG1
LOC128903466	XM_054187477.1#LOC128903466
LOC128902883	XM_054186583.1#LOC128902883
RBBP6	XM_054210628.1#RBBP6
HHLA2	XM_054197109.1#HHLA2
CCNK	XM_054197905.1#CCNK
IL10RA	XM_054222948.1#IL10RA
ATXN3	XM_054199116.1#ATXN3
TPM2	XM_054186105.1#TPM2
KCNIP2	XM_054206152.1#KCNIP2
LOC128901120	XM_054182925.1#LOC128901120
KCNJ4	XM_054214657.1#KCNJ4
ANKIB1	XM_054192771.1#ANKIB1
RETREG1	XM_054190802.1#RETREG1
RILPL1	XM_054219293.1#RILPL1
CAMK2D	XM_054203088.1#CAMK2D
SLC15A2	XM_054209523.1#SLC15A2
MECOM	XM_054204388.1#MECOM
PPP1R36	XM_054199720.1#PPP1R36
LOC128909091	XM_054200306.1#LOC128909091
CARD11	XM_054211381.1#CARD11
EIF1AX	XM_054181176.1#EIF1AX
FRMD4B	XM_054216188.1#FRMD4B
P2RX3	XM_054201379.1#P2RX3
ASTN1	XM_054211938.1#ASTN1
LOC128902694	XM_054186113.1#LOC128902694
NR1I3	XM_054182915.1#NR1I3
LOC128913476	XM_054211107.1#LOC128913476
GJB1	XM_054215241.1#GJB1
CLDN10	XM_054186261.1#CLDN10
LRIG3	XM_054188431.1#LRIG3
MAPK6	XM_054213916.1#MAPK6
SEMA4D	XM_054185996.1#SEMA4D
STX3	XM_054201324.1#STX3
MYOM2	XM_054196252.1#MYOM2
LOC128911932	XM_054207543.1#LOC128911932
LOC128901658	XM_054183765.1#LOC128901658
CZH9orf24	XM_054186203.1#CZH9orf24
NDRG1	XM_054192092.1#NDRG1
PATJ	XM_054211587.1#PATJ
PLPP4	XM_054206256.1#PLPP4
BMP8A	XM_054223687.1#BMP8A
KIF25	XM_054197247.1#KIF25
TPMT	XM_054193645.1#TPMT
TUBGCP6	XM_054182019.1#TUBGCP6
LOC128901103	XM_054182901.1#LOC128901103
CTNNA2	XM_054203179.1#CTNNA2
CDC42SE2	XM_054186741.1#CDC42SE2
XPR1	XM_054210529.1#XPR1
OLIG2	XM_054186547.1#OLIG2
SBNO1	XM_054219248.1#SBNO1
PLAA	XM_054186800.1#PLAA
STAT1	XM_054210306.1#STAT1
UNC5D	XM_054180839.1#UNC5D
ATP9B	XM_054192859.1#ATP9B
RHOT1	XM_054221252.1#RHOT1
CEP112	XM_054221305.1#CEP112
MFSD4A	XM_054181065.1#MFSD4A
KCNJ1	XM_054223155.1#KCNJ1
LOC128914364	XM_054213251.1#LOC128914364
CZIB	XM_054211324.1#CZIB
SUPT5H	XM_054183700.1#SUPT5H
C8H1orf210	XM_054211346.1#C8H1orf210
SLC25A14	XM_054214565.1#SLC25A14
LOC128915721	XM_054216456.1#LOC128915721
PPP1R7	XM_054204728.1#PPP1R7
PLEKHA1	XM_054205638.1#PLEKHA1
GSDME	XM_054191615.1#GSDME
TDP1	XM_054200016.1#TDP1
ARHGAP12	XM_054190059.1#ARHGAP12
YEATS2	XM_054205797.1#YEATS2
LOC128902818	XM_054186434.1#LOC128902818
CCDC13	XM_054192519.1#CCDC13
SLC25A1	XM_054219421.1#SLC25A1
FUBP1	XM_054212095.1#FUBP1
LOC128901501	XM_054183549.1#LOC128901501
DAZAP2	XM_054183219.1#DAZAP2
LOC128907121	XM_054195579.1#LOC128907121
ALYREF	XM_054221543.1#ALYREF
IFNG	XM_054221777.1#IFNG
FLRT2	XM_054199562.1#FLRT2
DSCAML1	XM_054223002.1#DSCAML1
FNBP1	XM_054220823.1#FNBP1
STAP1	XM_054203303.1#STAP1
LOC128900518	XM_054181748.1#LOC128900518
LOC128919085	XM_054224057.1#LOC128919085
KNTC1	XM_054219253.1#KNTC1
GPR160	XM_054204386.1#GPR160
LOC128918344	XM_054222453.1#LOC128918344
NBL1	XM_054222349.1#NBL1
PRPF38A	XM_054210470.1#PRPF38A
ENPP4	XM_054196379.1#ENPP4
TNKS1BP1	XM_054201023.1#TNKS1BP1
FADD	XM_054198478.1#FADD
LOC128903261	XM_054187275.1#LOC128903261
CIPC	XM_054199415.1#CIPC
EIF4ENIF1	XM_054219480.1#EIF4ENIF1
LOC128906300	XM_054193395.1#LOC128906300
DNTT	XM_054207189.1#DNTT
ATP11B	XM_054206045.1#ATP11B
LOC128913027	XM_054209980.1#LOC128913027
KCNQ2	XM_054218317.1#KCNQ2
SETD5	XM_054215834.1#SETD5
TSN	XM_054208491.1#TSN
YWHAE	XM_054209970.1#YWHAE
CCDC71L	XM_054188429.1#CCDC71L
TNFAIP8L3	XM_054213999.1#TNFAIP8L3
AIFM1	XM_054213543.1#AIFM1
MST1	XM_054216714.1#MST1
MSMO1	XM_054203789.1#MSMO1
TYW5	XM_054209870.1#TYW5
DLG1	XM_054207237.1#DLG1
TRIOBP	XM_054202228.1#TRIOBP
LOC128902821	XM_054186437.1#LOC128902821
CCDC40	XM_054221780.1#CCDC40
HTRA2	XM_054203401.1#HTRA2
LOC128918020	XM_054221856.1#LOC128918020
LOC128913061	XM_054210052.1#LOC128913061
LOC128906576	XM_054193983.1#LOC128906576
DUSP7	XM_054216507.1#DUSP7
NKRF	XM_054213564.1#NKRF
EWSR1	XM_054219454.1#EWSR1
LOC128909877	XM_054202252.1#LOC128909877
CEP350	XM_054212853.1#CEP350
TTC24	XM_054183031.1#TTC24
SLMAP	XM_054215722.1#SLMAP
GRHL3	XM_054223855.1#GRHL3
RTF1	XM_054197604.1#RTF1
U2SURP	XM_054204916.1#U2SURP
LOC128908522	XM_054198900.1#LOC128908522
CBX2	XM_054221715.1#CBX2
ATP2B4	XM_054181208.1#ATP2B4
LOC128902873	XM_054186553.1#LOC128902873
AFTPH	XM_054197123.1#AFTPH
BEND6	XM_054197210.1#BEND6
SCARA5	XM_054197077.1#SCARA5
LOC128901524	XM_054183598.1#LOC128901524
PRKAG2	XM_054193039.1#PRKAG2
MACF1	XM_054223607.1#MACF1
RNF216	XM_054212049.1#RNF216
FBXO43	XM_054192903.1#FBXO43
LOC128915584	XM_054216147.1#LOC128915584
MAML3	XM_054201939.1#MAML3
FHOD3	XM_054190221.1#FHOD3
CDK5RAP1	XM_054218687.1#CDK5RAP1
PRPSAP1	XM_054221354.1#PRPSAP1
LOC128908193	XM_054197867.1#LOC128908193
LRRC42	XM_054211371.1#LRRC42
PPFIBP1	XM_054187523.1#PPFIBP1
SPART	XM_054224154.1#SPART
IL17RC	XM_054216592.1#IL17RC
CCDC65	XM_054183284.1#CCDC65
LOC128901936	XM_054184087.1#LOC128901936
GLS	XM_054210308.1#GLS
AP4E1	XM_054214002.1#AP4E1
LOC128902099	XM_054184471.1#LOC128902099
GNG5	XM_054211234.1#GNG5
PAQR5	XM_054215186.1#PAQR5
PDK3	XM_054194555.1#PDK3
RABGAP1L	XM_054211199.1#RABGAP1L
SMOC2	XM_054195052.1#SMOC2
NFIL3	XM_054185592.1#NFIL3
ATP1B4	XM_054214073.1#ATP1B4
HMBOX1	XM_054194285.1#HMBOX1
ANO7	XM_054205330.1#ANO7
LMO3	XM_054188977.1#LMO3
ZBTB48	XM_054222184.1#ZBTB48
LOC128917661	XM_054221009.1#LOC128917661
LOC128916009	XM_054217118.1#LOC128916009
EIF3J	XM_054215546.1#EIF3J
COQ5	XM_054219385.1#COQ5
CFAP43	XM_054206746.1#CFAP43
CDK7	XM_054185519.1#CDK7
MAST4	XM_054186833.1#MAST4
LOC128913908	XM_054212277.1#LOC128913908
FNBP1	XM_054220818.1#FNBP1
IFNGR2	XM_054196388.1#IFNGR2
CHPF	XM_054210185.1#CHPF
DAW1	XM_054206329.1#DAW1
RPL36	XM_054182056.1#RPL36
TMEFF1	XM_054190566.1#TMEFF1
PNPO	XM_054224702.1#PNPO
STAU1	XM_054218335.1#STAU1
IFT52	XM_054218352.1#IFT52
CRY1	XM_054213692.1#CRY1
TPM2	XM_054186102.1#TPM2
LRRCC1	XM_054190952.1#LRRCC1
FNBP1	XM_054220824.1#FNBP1
SH2D2A	XM_054182700.1#SH2D2A
NACC2	XM_054220193.1#NACC2
LOC128909395	XM_054201005.1#LOC128909395
LOC128901218	XM_054183048.1#LOC128901218
MFF	XM_054205462.1#MFF
IMPACT	XM_054190562.1#IMPACT
LOC128916595	XM_054218510.1#LOC128916595
BRD3	XM_054220255.1#BRD3
LOC128917429	XM_054220534.1#LOC128917429
IKZF2	XM_054209297.1#IKZF2
LPIN1	XM_054195199.1#LPIN1
CHRNA9	XM_054203037.1#CHRNA9
MORF4L1	XM_054214309.1#MORF4L1
LOC128901682	XM_054183820.1#LOC128901682
LOC128900352	XM_054181393.1#LOC128900352
GLIS1	XM_054212395.1#GLIS1
RC3H1	XM_054211181.1#RC3H1
NMD3	XM_054206880.1#NMD3
MYO5A	XM_054214457.1#MYO5A
ANK1	XM_054224891.1#ANK1
ING1	XM_054188365.1#ING1
CANT1	XM_054222009.1#CANT1
MCTP1	XM_054186273.1#MCTP1
TBXT	XM_054195973.1#TBXT
PPP1R7	XM_054204727.1#PPP1R7
ZCCHC2	XM_054191372.1#ZCCHC2
NUP98	XM_054189327.1#NUP98
ATP6V1D	XM_054200366.1#ATP6V1D
LOC128916081	XM_054217311.1#LOC128916081
CROT	XM_054192392.1#CROT
LOC128901644	XM_054183743.1#LOC128901644
MYO1F	XM_054181771.1#MYO1F
LOC128909110	XM_054200355.1#LOC128909110
KCNT1	XM_054221049.1#KCNT1
IK	XM_054217540.1#IK
CD40LG	XM_054213594.1#CD40LG
RASL12	XM_054215643.1#RASL12
IKBIP	XM_054188810.1#IKBIP
VCP	XM_054184624.1#VCP
R3HDM2	XM_054183254.1#R3HDM2
OPHN1	XM_054214110.1#OPHN1
ATP23	XM_054196870.1#ATP23
ALDOB	XM_054185401.1#ALDOB
ASPH	XM_054190666.1#ASPH
KHDRBS3	XM_054192346.1#KHDRBS3
CCDC170	XM_054195838.1#CCDC170
LOC128907936	XM_054197341.1#LOC128907936
YBX1	XM_054222473.1#YBX1
SLC25A4	XM_054203257.1#SLC25A4
CCL21	XM_054185858.1#CCL21
NR1H4	XM_054183299.1#NR1H4
GLRX2	XM_054210619.1#GLRX2
ETFBKMT	XM_054189165.1#ETFBKMT
LOC128919370	XM_054224664.1#LOC128919370
PCDH11X	XM_054214618.1#PCDH11X
OXLD1	XM_054221580.1#OXLD1
PXDC1	XM_054192535.1#PXDC1
PHB1	XM_054224605.1#PHB1
CABP4	XM_054200037.1#CABP4
MEMO1	XM_054195552.1#MEMO1
TMEM241	XM_054190762.1#TMEM241
ELOVL1	XM_054211348.1#ELOVL1
LOC128918573	XM_054222966.1#LOC128918573
SESN1	XM_054194110.1#SESN1
KLHL34	XM_054211326.1#KLHL34
LOC128900595	XM_054181917.1#LOC128900595
CLPX	XM_054215626.1#CLPX
C5H4orf47	XM_054203404.1#C5H4orf47
TNR	XM_054212328.1#TNR
HSPA2	XM_054198828.1#HSPA2
SSBP2	XM_054185301.1#SSBP2
AKAP9	XM_054189345.1#AKAP9
KIF1A	XM_054205422.1#KIF1A
AMPH	XM_054193245.1#AMPH
WLS	XM_054212797.1#WLS
RIPK1	XM_054192398.1#RIPK1
DYRK4	XM_054196175.1#DYRK4
EEA1	XM_054205653.1#EEA1
WNT3A	XM_054191713.1#WNT3A
DDX10	XM_054193646.1#DDX10
TMEM9B	XM_054200684.1#TMEM9B
ZFPM2	XM_054193153.1#ZFPM2
ANXA7	XM_054205065.1#ANXA7
LOC128912500	XM_054208519.1#LOC128912500
TNK2	XM_054205164.1#TNK2
GABRP	XM_054217869.1#GABRP
BPTF	XM_054221222.1#BPTF
MAST2	XM_054210743.1#MAST2
ZRSR2	XM_054224820.1#ZRSR2
GIGYF2	XM_054206661.1#GIGYF2
KATNB1	XM_054199538.1#KATNB1
DIAPH2	XM_054214101.1#DIAPH2
ZMYND8	XM_054218095.1#ZMYND8
BLCAP	XM_054218638.1#BLCAP
UBE2Q2	XM_054214086.1#UBE2Q2
LOC128903224	XM_054187234.1#LOC128903224
NVL	XM_054194745.1#NVL
CEMIP	XM_054214724.1#CEMIP
CCDC12	XM_054192963.1#CCDC12
PRLR	XM_054186524.1#PRLR
LOC128917658	XM_054221006.1#LOC128917658
FKBP7	XM_054210425.1#FKBP7
PTK2	XM_054191980.1#PTK2
ACKR4	XM_054189461.1#ACKR4
IFT81	XM_054219160.1#IFT81
LOC128902941	XM_054186709.1#LOC128902941
HIP1R	XM_054219552.1#HIP1R
LOC128907279	XM_054195954.1#LOC128907279
ZC3H13	XM_054192329.1#ZC3H13
KRT18	XM_054183235.1#KRT18
EIF4ENIF1	XM_054219481.1#EIF4ENIF1
LOC128919269	XM_054224489.1#LOC128919269
ADD1	XM_054201863.1#ADD1
LOC128918749	XM_054223317.1#LOC128918749
GMNC	XM_054205378.1#GMNC
LOC128903356	XM_054187374.1#LOC128903356
TEX9	XM_054213360.1#TEX9
DEPDC1	XM_054213219.1#DEPDC1
SAP18	XM_054183269.1#SAP18
TMEM200C	XM_054193464.1#TMEM200C
ADRA2B	XM_054225067.1#ADRA2B
MARK1	XM_054195831.1#MARK1
ATP6V0C	XM_054211968.1#ATP6V0C
POU2F3	XM_054223083.1#POU2F3
AMOTL1	XM_054186106.1#AMOTL1
EML1	XM_054198287.1#EML1
CEP170B	XM_054200282.1#CEP170B
CZIB	XM_054211328.1#CZIB
TMEM94	XM_054221586.1#TMEM94
ABCC2	XM_054204474.1#ABCC2
LOC128908928	XM_054199942.1#LOC128908928
HSPH1	XM_054210105.1#HSPH1
SATB1	XM_054191704.1#SATB1
TMCC1	XM_054216845.1#TMCC1
DEPDC1	XM_054213222.1#DEPDC1
LOC128900158	XM_054180938.1#LOC128900158
EIF4G1	XM_054206025.1#EIF4G1
BOC	XM_054188102.1#BOC
TSEN54	XM_054221520.1#TSEN54
PAIP2B	XM_054202917.1#PAIP2B
DDX6	XM_054222981.1#DDX6
ZFYVE28	XM_054203246.1#ZFYVE28
RTN4	XM_054194467.1#RTN4
TFEC	XM_054225009.1#TFEC
GCHFR	XM_054198257.1#GCHFR
RALGPS1	XM_054220644.1#RALGPS1
LOC128911171	XM_054205537.1#LOC128911171
TERB1	XM_054198321.1#TERB1
COL6A3	XM_054208153.1#COL6A3
FAM149B1	XM_054204969.1#FAM149B1
MGAT5B	XM_054221671.1#MGAT5B
LOC128907703	XM_054196882.1#LOC128907703
P2RY14	XM_054205141.1#P2RY14
PTDSS2	XM_054199838.1#PTDSS2
PDZD8	XM_054204790.1#PDZD8
NR2C2	XM_054216394.1#NR2C2
CEP162	XM_054195872.1#CEP162
LOC128903588	XM_054187602.1#LOC128903588
CHRND	XM_054207485.1#CHRND
LOC128903401	XM_054187417.1#LOC128903401
LOC128904104	XM_054187970.1#LOC128904104
NAB1	XM_054210313.1#NAB1
LOC128911875	XM_054207405.1#LOC128911875
INTS2	XM_054208144.1#INTS2
ABI3BP	XM_054188131.1#ABI3BP
NOPCHAP1	XM_054212291.1#NOPCHAP1
LOC128916283	XM_054217702.1#LOC128916283
LOC128903223	XM_054187233.1#LOC128903223
BCL11A	XM_054196203.1#BCL11A
PAM	XM_054184989.1#PAM
XM_054201468.1	XM_054201468.1#LOC128909584
LOC128910151	XM_054203071.1#LOC128910151
TRPS1	XM_054190527.1#TRPS1
ESM1	XM_054186838.1#ESM1
LOC128902108	XM_054184493.1#LOC128902108
IFT43	XM_054201135.1#IFT43
LOC128900684	XM_054182099.1#LOC128900684
YAF2	XM_054202791.1#YAF2
LOC128901958	XM_054184160.1#LOC128901958
LOC128900385	XM_054181477.1#LOC128900385
VRK2	XM_054195226.1#VRK2
LOC128918064	XM_054221939.1#LOC128918064
ITGA9	XM_054190890.1#ITGA9
NFKBIZ	XM_054208246.1#NFKBIZ
SLC66A2	XM_054191417.1#SLC66A2
DCAF4	XM_054198406.1#DCAF4
MTX1	XM_054182433.1#MTX1
SLC35F4	XM_054200065.1#SLC35F4
C3	XM_054183554.1#C3
LOC128918814	XM_054223485.1#LOC128918814
KCTD20	XM_054180954.1#KCTD20
SPTAN1	XM_054220938.1#SPTAN1
PERP	XM_054195577.1#PERP
LOC128917544	XM_054220792.1#LOC128917544
RPGR	XM_054220903.1#RPGR
LOC128912719	XM_054209129.1#LOC128912719
NUP50	XM_054189181.1#NUP50
RAP1GAP2	XM_054208600.1#RAP1GAP2
PSMC2	XM_054224428.1#PSMC2
LOC128917536	XM_054220776.1#LOC128917536
FZD5	XM_054210204.1#FZD5
GTF3C6	XM_054194405.1#GTF3C6
TIPRL	XM_054197201.1#TIPRL
HNRNPD	XM_054202329.1#HNRNPD
AFTPH	XM_054197122.1#AFTPH
CPLANE1	XM_054185348.1#CPLANE1
PLEKHA5	XM_054217150.1#PLEKHA5
THAP1	XM_054186635.1#THAP1
TAF13	XM_054211813.1#TAF13
COG1	XM_054221310.1#COG1
DAB2IP	XM_054220328.1#DAB2IP
RPS6KA1	XM_054223532.1#RPS6KA1
BCL11A	XM_054196209.1#BCL11A
LOC128902659	XM_054186021.1#LOC128902659
BORCS8	XM_054182232.1#BORCS8
WDR11	XM_054206317.1#WDR11
LOC128904752	XM_054189419.1#LOC128904752
SRBD1	XM_054195658.1#SRBD1
CD151	XM_054198818.1#CD151
ATRIP	XM_054215843.1#ATRIP
CAMK1	XM_054216604.1#CAMK1
HNRNPR	XM_054224013.1#HNRNPR
CERS1	XM_054182303.1#CERS1
RHBG	XM_054182759.1#RHBG
LOC128902255	XM_054184880.1#LOC128902255
ALDH6A1	XM_054201687.1#ALDH6A1
MYCBP2	XM_054209207.1#MYCBP2
PSMG1	XM_054189148.1#PSMG1
MBNL3	XM_054213487.1#MBNL3
ETV4	XM_054224338.1#ETV4
SRGAP2	XM_054181271.1#SRGAP2
DNAJA3	XM_054211079.1#DNAJA3
FAM83G	XM_054213076.1#FAM83G
BCL11B	XM_054200379.1#BCL11B
LOC128904648	XM_054189301.1#LOC128904648
HMCES	XM_054216411.1#HMCES
MIER2	XM_054182141.1#MIER2
ADAT2	XM_054194089.1#ADAT2
PCSK7	XM_054222941.1#PCSK7
NOS2	XM_054208735.1#NOS2
FRMD1	XM_054196949.1#FRMD1
TADA1	XM_054210671.1#TADA1
PIP5K1C	XM_054182003.1#PIP5K1C
TMEM230	XM_054180949.1#TMEM230
BMPER	XM_054192784.1#BMPER
TMEM179B	XM_054183968.1#TMEM179B
ACOT12	XM_054186710.1#ACOT12
HAPLN1	XM_054186192.1#HAPLN1
DNAAF5	XM_054211855.1#DNAAF5
LOC128915462	XM_054215791.1#LOC128915462
LOC128903014	XM_054186864.1#LOC128903014
HEMK1	XM_054215788.1#HEMK1
LOC128917536	XM_054220773.1#LOC128917536
PYM1	XM_054187155.1#PYM1
ZFHX3	XM_054198577.1#ZFHX3
TNFAIP8L1	XM_054181864.1#TNFAIP8L1
ARID5B	XM_054205285.1#ARID5B
KCTD6	XM_054216000.1#KCTD6
PAXIP1	XM_054191840.1#PAXIP1
ATP2A2	XM_054219183.1#ATP2A2
PDLIM5	XM_054201924.1#PDLIM5
MAIP1	XM_054209874.1#MAIP1
ATXN7L1	XM_054217013.1#ATXN7L1
EIF5	XM_054199903.1#EIF5
TRPM6	XM_054185435.1#TRPM6
SMPD4	XM_054219559.1#SMPD4
NPNT	XM_054203444.1#NPNT
SPHK1	XM_054221756.1#SPHK1
SLC35F4	XM_054200064.1#SLC35F4
MEX3B	XM_054215623.1#MEX3B
ADGRL2	XM_054213318.1#ADGRL2
XRN1	XM_054204466.1#XRN1
FYN	XM_054194666.1#FYN
PPIP5K2	XM_054184984.1#PPIP5K2
LOC128901392	XM_054183351.1#LOC128901392
C1D	XM_054197484.1#C1D
RAB3A	XM_054182236.1#RAB3A
SLMAP	XM_054215709.1#SLMAP
LOC128908147	XM_054197742.1#LOC128908147
TEX33	XM_054195524.1#TEX33
UBE2D3	XM_054203837.1#UBE2D3
COMMD9	XM_054198694.1#COMMD9
RNF170	XM_054186566.1#RNF170
DNAH9	XM_054221603.1#DNAH9
SLC46A3	XM_054220635.1#SLC46A3
LOC128915648	XM_054216318.1#LOC128915648
LOC128913058	XM_054210046.1#LOC128913058
PHACTR2	XM_054195144.1#PHACTR2
DCAF5	XM_054197900.1#DCAF5
DLEC1	XM_054191993.1#DLEC1
LOC128903290	XM_054187306.1#LOC128903290
NUP35	XM_054209713.1#NUP35
LOC128917135	XM_054219780.1#LOC128917135
PINX1	XM_054194528.1#PINX1
HADHB	XM_054194485.1#HADHB
PSD	XM_054205816.1#PSD
HMBOX1	XM_054194284.1#HMBOX1
SLC50A1	XM_054182721.1#SLC50A1
MINDY2	XM_054214585.1#MINDY2
LOC128901889	XM_054184042.1#LOC128901889
MMP11	XM_054220049.1#MMP11
SAMHD1	XM_054218596.1#SAMHD1
DLG1	XM_054207247.1#DLG1
TERB1	XM_054198322.1#TERB1
HHAT	XM_054196883.1#HHAT
POU4F3	XM_054217491.1#POU4F3
MACF1	XM_054223593.1#MACF1
LOC128914805	XM_054214406.1#LOC128914805
FABP6	XM_054217000.1#FABP6
FGFR3	XM_054203366.1#FGFR3
KDM1A	XM_054223336.1#KDM1A
AKAP11	XM_054207043.1#AKAP11
EEF1E1	XM_054191719.1#EEF1E1
ABI1	XM_054192703.1#ABI1
TEX10	XM_054190255.1#TEX10
LOC128902435	XM_054185454.1#LOC128902435
ZFHX4	XM_054192320.1#ZFHX4
NT5C2	XM_054206155.1#NT5C2
LGALS8	XM_054193837.1#LGALS8
KYNU	XM_054208184.1#KYNU
CYTH3	XM_054212681.1#CYTH3
CD47	XM_054203953.1#CD47
M1AP	XM_054203230.1#M1AP
CELF2	XM_054187188.1#CELF2
DNM1L	XM_054188984.1#DNM1L
XG	XM_054214641.1#XG
RNF41	XM_054187151.1#RNF41
PATZ1	XM_054219935.1#PATZ1
LRWD1	XM_054207791.1#LRWD1
PDLIM7	XM_054216944.1#PDLIM7
NFYA	XM_054181265.1#NFYA
CSNK1G2	XM_054181838.1#CSNK1G2
MSANTD2	XM_054223296.1#MSANTD2
BNIP1	XM_054217612.1#BNIP1
TRMT10B	XM_054184748.1#TRMT10B
EPB41L1	XM_054218713.1#EPB41L1
REV3L	XM_054197317.1#REV3L
LOC128914916	XM_054214627.1#LOC128914916
NEU3	XM_054213800.1#NEU3
PCDH12	XM_054217549.1#PCDH12
CTBP1	XM_054203058.1#CTBP1
LOC128904786	XM_054189504.1#LOC128904786
LOC128900071	XM_054180827.1#LOC128900071
LOC128907672	XM_054196823.1#LOC128907672
ALS2	XM_054208575.1#ALS2
PKP1	XM_054181456.1#PKP1
GGNBP2	XM_054210368.1#GGNBP2
RPL19	XM_054224653.1#RPL19
RNF41	XM_054187146.1#RNF41
GSR	XM_054203680.1#GSR
DMXL2	XM_054214260.1#DMXL2
FCHO2	XM_054187030.1#FCHO2
LOC128919500	XM_054224796.1#LOC128919500
LOC128910460	XM_054203689.1#LOC128910460
RASAL2	XM_054210812.1#RASAL2
GPLD1	XM_054190636.1#GPLD1
TUT4	XM_054210463.1#TUT4
PCNX1	XM_054200734.1#PCNX1
TRDN	XM_054194834.1#TRDN
P4HA1	XM_054205773.1#P4HA1
GALNT17	XM_054210227.1#GALNT17
NAA30	XM_054199388.1#NAA30
SREBF2	XM_054221952.1#SREBF2
LIFR	XM_054185323.1#LIFR
LOC128903248	XM_054187261.1#LOC128903248
KBTBD4	XM_054199011.1#KBTBD4
LRATD1	XM_054196907.1#LRATD1
TSSK6	XM_054209711.1#TSSK6
GK	XM_054223904.1#GK
AGBL2	XM_054201604.1#AGBL2
ZDHHC16	XM_054204751.1#ZDHHC16
C6H3orf70	XM_054204612.1#C6H3orf70
ZNF513	XM_054195807.1#ZNF513
EXOSC7	XM_054190888.1#EXOSC7
LOC128902111	XM_054184501.1#LOC128902111
SLC26A8	XM_054181133.1#SLC26A8
AGR3	XM_054192737.1#AGR3
FAM174A	XM_054185366.1#FAM174A
RFESD	XM_054185480.1#RFESD
LOC128902826	XM_054186442.1#LOC128902826
RIDA	XM_054192788.1#RIDA
ZC2HC1A	XM_054191412.1#ZC2HC1A
ZCCHC7	XM_054185598.1#ZCCHC7
CCP110	XM_054212915.1#CCP110
DISP2	XM_054200533.1#DISP2
LOC128914062	XM_054212606.1#LOC128914062
SYT11	XM_054182975.1#SYT11
CD86	XM_054188707.1#CD86
USP22	XM_054211133.1#USP22
MARK3	XM_054201302.1#MARK3
TTPA	XM_054192924.1#TTPA
CADPS2	XM_054204618.1#CADPS2
TDRD15	XM_054196494.1#TDRD15
RAB8B	XM_054215667.1#RAB8B
ASB11	XM_054187919.1#ASB11
TEAD1	XM_054198066.1#TEAD1
CDK15	XM_054208583.1#CDK15
LOC128917914	XM_054221626.1#LOC128917914
NHERF2	XM_054211165.1#NHERF2
KIF13A	XM_054190512.1#KIF13A
STX1A	XM_054209021.1#STX1A
LEF1	XM_054203792.1#LEF1
TRAF1	XM_054220713.1#TRAF1
CAMKV	XM_054216323.1#CAMKV
PIK3R1	XM_054184667.1#PIK3R1
HSD17B7	XM_054213103.1#HSD17B7
PUS7	XM_054209976.1#PUS7
CDCA3	XM_054188258.1#CDCA3
PBRM1	XM_054216668.1#PBRM1
ZBTB44	XM_054223239.1#ZBTB44
DKK1	XM_054206488.1#DKK1
SP3	XM_054208391.1#SP3
LOC128900902	XM_054182555.1#LOC128900902
UBXN2A	XM_054197162.1#UBXN2A
SLC6A17	XM_054181450.1#SLC6A17
AUTS2	XM_054210340.1#AUTS2
CLK2	XM_054182430.1#CLK2
MYO18A	XM_054209392.1#MYO18A
LOC128919509	XM_054224805.1#LOC128919509
DOCK7	XM_054212733.1#DOCK7
TBC1D19	XM_054203899.1#TBC1D19
IPO13	XM_054212173.1#IPO13
GOSR1	XM_054208365.1#GOSR1
LOC128915746	XM_054216489.1#LOC128915746
MST1R	XM_054216769.1#MST1R
EIF3K	XM_054187786.1#EIF3K
MBIP	XM_054199640.1#MBIP
CPSF7	XM_054201554.1#CPSF7
TMEM39A	XM_054187509.1#TMEM39A
C1QL2	XM_054209551.1#C1QL2
CENPM	XM_054188422.1#CENPM
LOC128917357	XM_054220215.1#LOC128917357
MYO1B	XM_054208472.1#MYO1B
ARSA	XM_054186559.1#ARSA
LOC128914135	XM_054212759.1#LOC128914135
SASH1	XM_054194899.1#SASH1
SMC3	XM_054207298.1#SMC3
DST	XM_054197086.1#DST
RNF24	XM_054203394.1#RNF24
NR3C1	XM_054217009.1#NR3C1
SNED1	XM_054206001.1#SNED1
RETREG2	XM_054208836.1#RETREG2
COL4A4	XM_054205271.1#COL4A4
LOC128905933	XM_054192599.1#LOC128905933
MGAT5B	XM_054221672.1#MGAT5B
LOC128903493	XM_054187507.1#LOC128903493
POLR2B	XM_054202592.1#POLR2B
RASGEF1A	XM_054204815.1#RASGEF1A
SHPK	XM_054207864.1#SHPK
TADA2B	XM_054202810.1#TADA2B
FGA	XM_054203595.1#FGA
