SNX24	XM_046905304#SNX24
ENSGALG00010005803	ENSGALT00010013825#ENSGALG00010005803
ENSGALG00010022806	ENSGALT00010055467#SPPL3
ENSGALG00010027181	XM_040646636#ENSGALG00010027181
ENSGALG00010021416	ENSGALT00010051967#PLEKHH3
ENSGALG00010019025	ENSGALT00010046061#DNAAF2
ENSGALG00010005015	XM_025150766#NRXN3
ENSGALG00010027672	ENSGALT00010067096#CNTRL
ENSGALG00010025417	XM_015297925#B3GAT1
ENSGALG00010014080	XM_040704018#MYO1B
ENSGALG00010013958	ENSGALT00010033468#TUSC3
ENSGALG00010013367	XM_015296599#NOL4L
ENSGALG00010016498	ENSGALT00010039781#KIF23
ENSGALG00010000175	ENSGALT00010000345#ENSGALG00010000175
ENSGALG00010013766	XM_004943197#DNM3
ENSGALG00010016292	XM_004940598#PHKA1
ENSGALG00010008263	ENSGALT00010019757#C1orf101
ENSGALG00010013175	ENSGALT00010031603#HIPK2
ENSGALG00010008119	XM_046902707#CCDC83
ENSGALG00010015388	NM_001012600#PSMD1
ENSGALG00010015541	ENSGALT00010037357#RASEF
ENSGALG00010029760	ENSGALT00010071995#SHISA6
ENSGALG00010022480	XM_426648#PIF1
ENSGALG00010021127	ENSGALT00010051169#SWAP70
ENSGALG00010005956	ENSGALT00010014263#TXNL4B
ENSGALG00010003472	ENSGALT00010008073#FAM110B
ENSGALG00010022237	XM_040647818#SUN1
ENSGALG00010001248	NM_001199312#PTPRZ1
ENSGALG00010027186	ENSGALT00010065921#PLXNA2
ENSGALG00010002446	ENSGALT00010005671#RIMS1
ENSGALG00010009178	ENSGALT00010021912#ENSGALG00010009178
ENSGALG00010001204	NM_001012607#SNX2
ENSGALG00010013063	ENSGALT00010031312#PARP12
ENSGALG00010012489	NM_205068#GBX2
ENSGALG00010024263	XM_046899441#PHKB
XM_046903063	XM_046903063#LOC124417340
ENSGALG00010018410	ENSGALT00010044487#EXOC6B
ENSGALG00010021934	XM_046904367#EFTUD2
ENSGALG00010021793	XM_004942920#ENSGALG00010021793
ENSGALG00010025817	XM_004936734#DYNLT4
ENSGALG00010009722	XM_003642920#GBA2
ENSGALG00010005271	XM_040654407#ENSGALG00010005271
ENSGALG00010001816	ENSGALT00010004132#ENSGALG00010001816
ENSGALG00010014080	ENSGALT00010033819#MYO1B
ENSGALG00010027163	ENSGALT00010065860#ENSGALG00010027163
ENSGALG00010008739	ENSGALT00010020730#VSTM5
ENSGALG00010021704	ENSGALT00010052738#COPS7A
ENSGALG00010023002	XM_004936942#ATG16L1
ENSGALG00010010127	XM_004941936#FAM13C
ENSGALG00010001488	ENSGALT00010003441#GRPR
ENSGALG00010023170	ENSGALT00010056478#TCF12
ENSGALG00010018721	XM_003641100#LRCH2
ENSGALG00010011273	NM_204744#RUNX1T1
XM_040647637	XM_040647634#LOC112533445
ENSGALG00010024873	ENSGALT00010060730#HYOU1
ENSGALG00010002100	XM_046923127#BTD
ENSGALG00010022689	XM_046944333#MPL
ENSGALG00010007954	ENSGALT00010018959#PSCA
ENSGALG00010024760	ENSGALT00010060444#ENSGALG00010024760
ENSGALG00010021407	ENSGALT00010051875#SIN3A
ENSGALG00010025413	NM_001030850#NECAB3
ENSGALG00010012867	ENSGALT00010030894#A4GALT
ENSGALG00010017500	XM_015291394#ACAP2
XM_046906176	XM_046906177#LOC121106549
ENSGALG00010021213	ENSGALT00010051402#FBXO44
ENSGALG00010028171	NM_001293314#RNF123
ENSGALG00010005901	ENSGALT00010014135#ENSGALG00010005901
ENSGALG00010025805	XM_040648462#ATXN2
XM_025155538	XM_025155538#LOC112533491
ENSGALG00010020118	ENSGALT00010048597#GNB1
ENSGALG00010001461	ENSGALT00010003379#ASB9
ENSGALG00010008205	XM_040655140#ENSGALG00010008205
ENSGALG00010028067	ENSGALT00010068014#FAM102A
ENSGALG00010024013	ENSGALT00010058487#PTPRJ
ENSGALG00010023206	ENSGALT00010056584#HSPB9
ENSGALG00010004851	ENSGALT00010011291#MTCL3
ENSGALG00010008257	XM_046938831#DESI2
ENSGALG00010020437	XM_040703642#SNX4
ENSGALG00010005442	XM_025149372#SASH1
ENSGALG00010024577	ENSGALT00010059954#CRYGS
ENSGALG00010017727	ENSGALT00010042863#AZIN2
ENSGALG00010022163	XM_015290665#BARHL2
ENSGALG00010006524	XM_046939173#TAB2
ENSGALG00010013651	ENSGALT00010032818#ENSGALG00010013651
ENSGALG00010010449	ENSGALT00010025006#PAPPA2
ENSGALG00010005178	ENSGALT00010012247#EPHA5
ENSGALG00010017715	ENSGALT00010042829#CILP
XM_040657044	XM_040657032#LOC101750635
ENSGALG00010011134	ENSGALT00010026634#ENSGALG00010011134
ENSGALG00010007203	ENSGALT00010017210#SLC30A6
XM_046940921	XM_046940921#LOC124417950
ENSGALG00010011578	ENSGALT00010027714#MYLK4
ENSGALG00010024497	ENSGALT00010059743#ABI3
ENSGALG00010020140	ENSGALT00010048658#SECISBP2L
ENSGALG00010009743	ENSGALT00010023280#CCNG1
ENSGALG00010022419	ENSGALT00010054489#DUOX2
ENSGALG00010023740	XM_046902824#PPP1R16B
ENSGALG00010001805	XM_040656826#ENSGALG00010001805
ENSGALG00010021134	XM_046901203#CHFR
ENSGALG00010016882	ENSGALT00010040748#ENSGALG00010016882
ENSGALG00010028739	XM_040648993#GARNL3
XM_046939479	XM_046939479#LOC124418352
ENSGALG00010014091	XM_420705#CHIC2
ENSGALG00010015046	ENSGALT00010036201#PSMB2
ENSGALG00010008113	XM_001232717#DBNDD1
ENSGALG00010009159	XM_046919380#PTK2
XM_040702890	XM_040702888#LOC121111175
ENSGALG00010027321	ENSGALT00010066231#IFI30
ENSGALG00010027120	XM_015299753#ENSGALG00010027120
ENSGALG00010010941	ENSGALT00010026199#RIPK4
XM_040654949	XM_040654949#LOC121108106
ENSGALG00010010535	XM_015290334#LMX1A
ENSGALG00010024366	XM_015292348#PARD6A
ENSGALG00010018089	XM_046938641#TASP1
ENSGALG00010017266	NM_001031468#PMM2
ENSGALG00010021617	XM_046943030#SORBS1
ENSGALG00010003960	XM_040696558#ASPH
ENSGALG00010002296_10664	ENSGALT00010005202#ENSGALG00010002296
ENSGALG00010015852	ENSGALT00010038187#ZFAND5
XM_040647755	XM_015294741#LOC107054654
ENSGALG00010029742	XM_415850#TAX1BP3
XM_040654330	XM_040654330#LOC107050060
ENSGALG00010009383	NM_001031096#ASXL2
ENSGALG00010024649	XM_025155649#NCOR2
ENSGALG00010017278	ENSGALT00010041643#CCR5
ENSGALG00010004177	XM_040691122#CSPP1
ENSGALG00010025597	XM_046943462#SCN2A
ENSGALG00010026920	ENSGALT00010065309#GATA2
ENSGALG00010026001	ENSGALT00010063436#ANKS1A
ENSGALG00010003254	ENSGALT00010007634#DGKH
ENSGALG00010007575	NM_205000#MMP27
ENSGALG00010009254	XM_425419#SLC26A4
ENSGALG00010010781	ENSGALT00010025780#NAPA
ENSGALG00010015766	XM_003643035#TLE1
ENSGALG00010027311	XM_015298917#NFASC
ENSGALG00010003229	XM_046942290#STIM1
ENSGALG00010026362	ENSGALT00010064157#ENSGALG00010026362
ENSGALG00010025562	XM_040652137#GRAMD1B
ENSGALG00010016498	ENSGALT00010039770#KIF23
ENSGALG00010025222	XM_004942631#FAM117B
ENSGALG00010014218	XM_004937245#IL31RA
ENSGALG00010019600	XM_040704277#MAP3K19
ENSGALG00010000306	ENSGALT00010000577#ENSGALG00010000306
ENSGALG00010005194	XM_040654089#ENSGALG00010005194
ENSGALG00010013248	ENSGALT00010031860#ENSGALG00010013248
ENSGALG00010017516	ENSGALT00010042342#AAK1
ENSGALG00010015310	ENSGALT00010036871#PGM2
ENSGALG00010000627	ENSGALT00010001324#ENSGALG00010000627
ENSGALG00010016508	XM_015294627#CREBBP
ENSGALG00010019172	ENSGALT00010046376#NEMF
ENSGALG00010008170	XM_040647297#PICALM
ENSGALG00010019896	ENSGALT00010048076#DDB1
ENSGALG00010009600	ENSGALT00010022887#LRRC17
ENSGALG00010018903	XM_040651217#CAMTA1
ENSGALG00010025010	ENSGALT00010061073#SLC7A10
ENSGALG00010023260	XM_025155705#ENSGALG00010023260
ENSGALG00010001674	XM_046907137#ENSGALG00010001674
ENSGALG00010024263	NM_001007831#PHKB
ENSGALG00010029708	XM_025141790#TMEM94
ENSGALG00010010816	ENSGALT00010025876#AP2S1
ENSGALG00010021458	ENSGALT00010052012#USP30
XM_015299828	XM_046904636#TMIGD2
ENSGALG00010001666	ENSGALT00010003817#PIEZO2
ENSGALG00010021604	ENSGALT00010052450#SPTB
ENSGALG00010029365	XM_015295131#PIK3R5
ENSGALG00010005302	XM_040700202#PSPC1
ENSGALG00010003788	XM_040700225#NUDT9
ENSGALG00010008884	ENSGALT00010021089#FAM135B
ENSGALG00010016922	ENSGALT00010040849#ENSGALG00010016922
ENSGALG00010024838	ENSGALT00010060632#EN2
ENSGALG00010008807	XM_025147470#BRD1
ENSGALG00010005316	XM_040700228#PARP4
ENSGALG00010029938	ENSGALT00010072367#ENSGALG00010029938
ENSGALG00010023663	ENSGALT00010057649#PHOSPHO2
ENSGALG00010026874	XM_015298757#TEAD3
ENSGALG00010017343	XM_046898506#DLG1
ENSGALG00010011861	ENSGALT00010028326#ENSGALG00010011861
ENSGALG00010009461	XM_046943652#ZEB2
ENSGALG00010012378	ENSGALT00010029638#RPS19BP1
ENSGALG00010016292	XM_004940599#PHKA1
ENSGALG00010028050	XM_040646113#PBRM1
ENSGALG00010002439	ENSGALT00010005614#GPR82
ENSGALG00010022122	ENSGALT00010053815#PSMB3
ENSGALG00010021570	ENSGALT00010052415#KATNB1
ENSGALG00010015742	ENSGALT00010037920#HPRT1
XM_025151913	XM_025151913#LOC112532697
ENSGALG00010010930	XM_001234381#FAM163A
ENSGALG00010012519	ENSGALT00010030056#ENSGALG00010012519
ENSGALG00010017583	ENSGALT00010042521#MTHFD1
XM_046898263	XM_040705277#LOC107053945
ENSGALG00010006633	XM_015283640#FBXO18
ENSGALG00010010789	XM_025144471#ENSGALG00010010789
ENSGALG00010003879	NM_001396148#CASP6
ENSGALG00010012113	ENSGALT00010029045#WDR47
XM_046906149	XM_046906150#LOC121106528
ENSGALG00010003183	XM_004938662#NAA16
ENSGALG00010011354	XM_040647066#ENSGALG00010011354
ENSGALG00010007885	XM_015276684#USP38
ENSGALG00010025858	ENSGALT00010063032#ENSGALG00010025858
ENSGALG00010005866	XM_015282022#DNAJC1
ENSGALG00010005487	ENSGALT00010013106#ENSGALG00010005487
ENSGALG00010014454	ENSGALT00010034751#ATP4B
ENSGALG00010005288	XM_015284250#ENSGALG00010005288
ENSGALG00010021145	XM_015297267#EIF4G3
ENSGALG00010016463	XM_046905844#FREM1
ENSGALG00010017854	LOC112529968#ENSGALG00010017854
ENSGALG00010021789	XM_025154380#CHD9
ENSGALG00010012985	ENSGALT00010031179#ARNTL2
ENSGALG00010010933	ENSGALT00010026191#ANAPC4
ENSGALG00010029773	ENSGALT00010072031#TRIM65
ENSGALG00010009744	XM_015280319#DAPK1
ENSGALG00010029760	XM_025141681#SHISA6
ENSGALG00010012063	XM_040655742#PTPRD
ENSGALG00010004798	ENSGALT00010011168#PTPRK
ENSGALG00010028130	ENSGALT00010068169#TMEM115
XM_040655666	XM_040655666#LOC121108246
ENSGALG00010019296	ENSGALT00010046657#ENSGALG00010019296
ENSGALG00010010706	ENSGALT00010025528#SREBF2
ENSGALG00010006330	ENSGALT00010015113#STX19
ENSGALG00010011321	XM_040704124#MAP2
ENSGALG00010001696	ENSGALT00010003907#FAM135A
ENSGALG00010005991	NM_001398049#FARP1
ENSGALG00010024906	ENSGALT00010060811#ENSGALG00010024906
ENSGALG00010021154	ENSGALT00010051236#CHST13
ENSGALG00010027894	NM_001389642#RSBN1
ENSGALG00010023013	XM_040652242#ENSGALG00010023013
ENSGALG00010011308	ENSGALT00010027011#SPIC
ENSGALG00010000058	NM_001396111#FURIN
ENSGALG00010009705	ENSGALT00010023189#DTNBP1
ENSGALG00010001151	ENSGALT00010002622#CCDC112
ENSGALG00010005015	XM_040701012#NRXN3
ENSGALG00010004131	ENSGALT00010009632#NUDT6
XM_015299828	XM_015299829#TMIGD2
ENSGALG00010024852	ENSGALT00010060692#CEP89
ENSGALG00010016379	ENSGALT00010039441#TFAP4
ENSGALG00010013940	XM_416933#UPF3A
ENSGALG00010004081	ENSGALT00010009482#RPS20
ENSGALG00010027536	ENSGALT00010066694#USP21
ENSGALG00010028415	ENSGALT00010068827#FSD1
ENSGALG00010017589	ENSGALT00010042523#ATPAF2
ENSGALG00010005501	ENSGALT00010013151#ENSGALG00010005501
ENSGALG00010021999	ENSGALT00010053480#ANKRD22
ENSGALG00010029574	XM_004946793#SGSM2
ENSGALG00010026434	ENSGALT00010064281#ENSGALG00010026434
ENSGALG00010002940	ENSGALT00010006870#BG1
ENSGALG00010024004	XM_040654906#EIF4B
ENSGALG00010010745	ENSGALT00010025754#ATVR1
ENSGALG00010005193	XM_040697468#EPB41L2
ENSGALG00010002355	ENSGALT00010005339#UFM1
ENSGALG00010029669	XM_420116#HID1
XM_040656896	XM_040656896#LOC121108761
ENSGALG00010001082	ENSGALT00010002409#P2RY1
ENSGALG00010002577	ENSGALT00010005909#MRPL48
ENSGALG00010001530	ENSGALT00010003528#ENSGALG00010001530
ENSGALG00010024109	ENSGALT00010058801#ENSGALG00010024109
ENSGALG00010022202	ENSGALT00010054020#CX3CL1
ENSGALG00010025488	XM_015300385#SLC4A8
ENSGALG00010013977	ENSGALT00010033518#SLC38A2
ENSGALG00010018717	XM_040647862#MEIOB
ENSGALG00010017921	XM_040701565#SPATA7
ENSGALG00010015929	ENSGALT00010038392#SLC6A12
ENSGALG00010014739	XM_046940968#TRMT2B
ENSGALG00010023426	ENSGALT00010057093#KCNJ1
ENSGALG00010011205	ENSGALT00010026771#CYTL1
ENSGALG00010003087	ENSGALT00010007182#TWISTNB
ENSGALG00010008469	NM_001009928#NOCT
XM_046904836	XM_046904839#LOC121107841
ENSGALG00010003518	ENSGALT00010008223#CYP7A1
ENSGALG00010023948	ENSGALT00010058330#SULF2
ENSGALG00010012680	ENSGALT00010030361#TRPM8
XM_040669745	XM_040669745#LOC121109370
ENSGALG00010006521	XM_040700994#ZNF410
ENSGALG00010004454	ENSGALT00010010398#SRI
ENSGALG00010008199	ENSGALT00010019617#TPRKB
ENSGALG00010012878	ENSGALT00010030899#GDNF
ENSGALG00010021244	XM_025151457#PPP3CB
ENSGALG00010004901	XM_046898231#CUL5
ENSGALG00010022134	ENSGALT00010053852#CH25H
ENSGALG00010009297	XM_015288094#CTNNA3
ENSGALG00010025292	XM_040672682#ATP1A1
ENSGALG00010018848	XM_015292078#MEF2A
ENSGALG00010005015	XM_040701017#NRXN3
ENSGALG00010029743	XM_040649544#MYOCD
ENSGALG00010018462	XM_046941490#KTN1
ENSGALG00010021812	ENSGALT00010053072#TEAD1
ENSGALG00010005800	ENSGALT00010013813#FRMD4A
ENSGALG00010014324	ENSGALT00010034533#COL4A2
ENSGALG00010019443	ENSGALT00010046983#NCKAP5
ENSGALG00010024311	ENSGALT00010059285#KLHL6
ENSGALG00010005959	ENSGALT00010014264#ENSGALG00010005959
ENSGALG00010024106	XM_040706005#WDR33
ENSGALG00010005581_6919	XM_040654290#LOC121107851
ENSGALG00010003271	ENSGALT00010007673#AKAP11
ENSGALG00010000777	XM_015277275#MYCBP2
ENSGALG00010023788	ENSGALT00010057995#RTCA
ENSGALG00010009830	NM_001031267#RNASEL
ENSGALG00010022831	ENSGALT00010055558#LRRC8C
ENSGALG00010010245	ENSGALT00010024398#GALR3
ENSGALG00010020092	ENSGALT00010048536#SDHAF2
ENSGALG00010021903	ENSGALT00010053261#MORC2
ENSGALG00010001527	XM_015289019#STK32C
ENSGALG00010016702	ENSGALT00010040272#WDR25
ENSGALG00010024979	XM_046902945#ENSGALG00010024979
XM_040650961	XM_040650961#LOC121107336
ENSGALG00010019743	XM_046903401#KCNU1
ENSGALG00010012683	XM_040651047#MDM2
ENSGALG00010029781	ENSGALT00010072044#UNC13D
ENSGALG00010005203	ENSGALT00010012318#ENSGALG00010005203
ENSGALG00010028004	ENSGALT00010067873#ENSGALG00010028004
ENSGALG00010008092	ENSGALT00010019314#SPIRE2
ENSGALG00010014295	XM_046910578#CACNA1C
ENSGALG00010001501	ENSGALT00010003473#CAPZA2
ENSGALG00010009663	ENSGALT00010023065#FER
ENSGALG00010022616	XM_046899142#GLDN
ENSGALG00010000239	ENSGALT00010000475#ENSGALG00010000239
ENSGALG00010013134	XM_040655256#ENSGALG00010013134
ENSGALG00010018555	XM_046900573#UBN1
ENSGALG00010021122	ENSGALT00010051144#CYP1A1
ENSGALG00010016576	ENSGALT00010039949#MRPS26
ENSGALG00010025800_18791	XM_046899582#LOC124416940
ENSGALG00010022513	ENSGALT00010054789#NDUFAF1
ENSGALG00010018593	ENSGALT00010045013#LGALS3
ENSGALG00010029387	XM_025141957#SERPINF1
ENSGALG00010001334	XM_015289035#EBF3
ENSGALG00010002591	ENSGALT00010005979#ENSGALG00010002591
ENSGALG00010025378	NM_001397759#PAX3
ENSGALG00010024888	XM_040648381#PITPNM2
ENSGALG00010002341	ENSGALT00010005296#FAM49A
ENSGALG00010005800	ENSGALT00010013826#FRMD4A
ENSGALG00010024437	XM_040706778#HERC1
ENSGALG00010008131	XM_046932770#OC90
ENSGALG00010007429	ENSGALT00010017709#C21orf91
ENSGALG00010022228	ENSGALT00010054106#FUBP1
ENSGALG00010005178	XM_015276151#EPHA5
ENSGALG00010009464	ENSGALT00010022606#SPTLC1
ENSGALG00010009379	ENSGALT00010025595#RYR1
ENSGALG00010003718	ENSGALT00010008574#SIAH3
ENSGALG00010027706	NM_204934#GSN
ENSGALG00010009003	ENSGALT00010021475#ALG12
ENSGALG00010025890	ENSGALT00010063110#SCG2
ENSGALG00010023642	XM_025150604#PAX6
ENSGALG00010002398	ENSGALT00010005507#ENSGALG00010002398
ENSGALG00010023182	ENSGALT00010056509#EPHB6
ENSGALG00010008938	ENSGALT00010021385#ZBED4
ENSGALG00010004835	ENSGALT00010011260#HHLA2
ENSGALG00010013375	ENSGALT00010032199#PSMG1
ENSGALG00010018419	ENSGALT00010044632#USP7
ENSGALG00010003108	ENSGALT00010007248#PPP1R3B
ENSGALG00010011033	ENSGALT00010026441#DROSHA
ENSGALG00010013265	XM_025153179#PACS2
ENSGALG00010025047	XM_040705436#PER2
ENSGALG00010020730	ENSGALT00010050103#RRP12
ENSGALG00010002685	ENSGALT00010006225#CA8
ENSGALG00010000235	ENSGALT00010000469#ENSGALG00010000235
ENSGALG00010020599	NM_001396922#PARN
ENSGALG00010029309	XM_046902570#ALKBH4
XM_004947027	XM_004947027#PI3
ENSGALG00010029743	ENSGALT00010071966#MYOCD
ENSGALG00010021790	XM_015287053#PHF21A
ENSGALG00010027559	ENSGALT00010066755#ENSGALG00010027559
ENSGALG00010010216	ENSGALT00010024321#ATXN7L1
ENSGALG00010020265	ENSGALT00010048910#ENSGALG00010020265
ENSGALG00010024588	ENSGALT00010059993#TTC39A
ENSGALG00010014992	XM_046905759#ARL15
ENSGALG00010018284	XM_015290101#ENSGALG00010018284
ENSGALG00010014295	XM_015286620#CACNA1C
XM_046899740	XM_046899740#LOC112533251
ENSGALG00010006289	ENSGALT00010015000#SKIDA1
ENSGALG00010001493	ENSGALT00010003454#ENSGALG00010001493
XM_040654583	XM_040654570#LOC107049262
ENSGALG00010015029	ENSGALT00010036210#TFRC
ENSGALG00010003113	ENSGALT00010007243#WBP4
ENSGALG00010009028	ENSGALT00010021563#PDLIM7
ENSGALG00010010719	XM_421882#SH3BP4
XM_040646776	XM_040646776#LOC121106681
ENSGALG00010013163	ENSGALT00010031562#ENSGALG00010013163
ENSGALG00010009941	ENSGALT00010023693#CACNA1E
ENSGALG00010015300	NM_204357#ATXN3
ENSGALG00010011267	XM_015285796#EVC2
XM_040695755	XM_040695755#LOC121109614
ENSGALG00010024919	XM_046904959#ANKRD52
ENSGALG00010016831	ENSGALT00010040606#AIDA
ENSGALG00010016431	ENSGALT00010039607#B3GNT5
ENSGALG00010015797	XM_046905369#PIP5K1B
ENSGALG00010020325	ENSGALT00010049096#ENSGALG00010020325
ENSGALG00010008081	ENSGALT00010019277#TOP1MT
ENSGALG00010011466	XM_046941137#MTMR1
ENSGALG00010001192	XM_004943542#ENSGALG00010001192
ENSGALG00010018216	ENSGALT00010044016#FANCM
ENSGALG00010018142	ENSGALT00010043857#DDHD1
ENSGALG00010000791	NM_001030821#ACOD1
ENSGALG00010012945	ENSGALT00010031064#CLINT1
ENSGALG00010012297	ENSGALT00010029453#ABLIM3
ENSGALG00010017094	XM_046940863#SORBS2
ENSGALG00010000820	XM_417013#KLF5
ENSGALG00010007979	ENSGALT00010019006#RAB30
ENSGALG00010006163_16179	XM_040654399#LOC107050509
ENSGALG00010009195	XM_003642972#ENSGALG00010009195
ENSGALG00010013757	XM_040650506#DGKI
ENSGALG00010001191	ENSGALT00010002750#TOMM5
ENSGALG00010024064	ENSGALT00010058649#GPR17
ENSGALG00010012339	XM_015286744#WNK1
ENSGALG00010027093	ENSGALT00010065703#SLMAP
ENSGALG00010002466	XM_423886#UROS
ENSGALG00010029749	ENSGALT00010071974#ASPA
ENSGALG00010029699	XM_025142077#ANKRD13B
ENSGALG00010002282	ENSGALT00010005169#TSKU
ENSGALG00010002478	XM_040700494#PPME1
ENSGALG00010003364	XM_040697843#ANKRD6
ENSGALG00010005698	XM_040705024#ADGRG7
ENSGALG00010016111	XM_040651647#EPB41
ENSGALG00010015449	XM_040698831#HDX
ENSGALG00010006913	ENSGALT00010016419#HSPH1
ENSGALG00010024492	ENSGALT00010059749#NTF3
ENSGALG00010020282	XM_040646363#MAGI1
ENSGALG00010013349	NM_205312#ETS2
ENSGALG00010000684	XM_046929138#COBL
ENSGALG00010018020	ENSGALT00010043554#SNAPC5
ENSGALG00010001222	XM_025147527#ZNF800
ENSGALG00010003296	ENSGALT00010007724#ENSGALG00010003296
ENSGALG00010027188	XM_015281150#KCNH2
ENSGALG00010008900	XM_025145040#ENSGALG00010008900
ENSGALG00010019477	XM_025142780#NCAPH
ENSGALG00010023955	XM_015272599#C1QL4
ENSGALG00010021793	ENSGALT00010053031#ENSGALG00010021793
ENSGALG00010000045	XM_004943995#TP53BP1
XM_025146608	XM_025146608#LOC101751533
ENSGALG00010015157	XM_040701295#CDC42BPB
ENSGALG00010004325	XM_040701990#LTBP2
ENSGALG00010015142	NM_205328#HNRNPAB
ENSGALG00010005003	ENSGALT00010011774#EXPH5
ENSGALG00010004852	ENSGALT00010011320#ENSGALG00010004852
ENSGALG00010025417	NM_001397599#B3GAT1
ENSGALG00010013749	ENSGALT00010033014#NELL2
ENSGALG00010011421	ENSGALT00010027329#ENSGALG00010011421
XM_046943845	XM_046943845#LOC121111251
ENSGALG00010029178	ENSGALT00010070507#NOTUM
ENSGALG00010005354	ENSGALT00010012707#M1AP
ENSGALG00010018308	ENSGALT00010044174#ACAP3
ENSGALG00010013453	XM_040651688#PUM1
ENSGALG00010019008	XM_046938131#HERPUD2
ENSGALG00010008342	ENSGALT00010019960#PLD3
ENSGALG00010014469	ENSGALT00010034777#TMCO3
XM_025142579	XM_025142579#LOC112530142
ENSGALG00010001122	ENSGALT00010002554#P2RY14
ENSGALG00010007133	XM_040692510#BLVRA
ENSGALG00010010894	XM_025148061#SPAG1
ENSGALG00010001830	ENSGALT00010004166#ENSGALG00010001830
ENSGALG00010015404	XM_015285472#BEND4
ENSGALG00010017761	ENSGALT00010042919#PARP16
ENSGALG00010010969	ENSGALT00010026266#ENSGALG00010010969
ENSGALG00010008764	ENSGALT00010020896#ETFDH
ENSGALG00010029329	XM_015295564#ENSGALG00010029329
ENSGALG00010010517	XM_004935870#STMN4
ENSGALG00010007923	XM_046915780#YAP1
ENSGALG00010027141	NM_001397596#PIGR
ENSGALG00010006615	ENSGALT00010015818#GRAMD1C
ENSGALG00010027380	NM_001277853#GPX1
ENSGALG00010029396	ENSGALT00010071104#WIPI1
ENSGALG00010026684	ENSGALT00010064764#ENSGALG00010026684
XM_040649262	XM_040649262#LOC121107069
ENSGALG00010024915	XM_015295083#STXBP5L
ENSGALG00010013403	ENSGALT00010032274#CPNE3
ENSGALG00010002451	ENSGALT00010005651#ENSGALG00010002451
ENSGALG00010019581	ENSGALT00010047226#SLC35B2
XM_015272491	XM_025144507#PRX
ENSGALG00010023375	XM_046903840#ST14
ENSGALG00010009761	ENSGALT00010023325#PDP2
ENSGALG00010019962	XM_015294345#SNX8
ENSGALG00010017452	ENSGALT00010042145#ARMH4
ENSGALG00010007126	ENSGALT00010016952#ENSGALG00010007126
ENSGALG00010003180	XM_419865#IBTK
ENSGALG00010000289	XM_040657240#QPRT
ENSGALG00010023337	ENSGALT00010056911#FLI1
ENSGALG00010020240	XM_425081#SV2B
ENSGALG00010016015	XM_046938167#ZDHHC3
ENSGALG00010022969	ENSGALT00010056119#TTN
ENSGALG00010014865	ENSGALT00010035774#TLR2
ENSGALG00010029319	ENSGALT00010070906#BRIP1
ENSGALG00010008739	ENSGALT00010020724#VSTM5
ENSGALG00010001925	ENSGALT00010004411#FRMPD4
ENSGALG00010024556	XM_015273043#ENSGALG00010024556
ENSGALG00010017313	XM_046939540#MAP4K3
ENSGALG00010025791	ENSGALT00010062884#FIGN
XM_417042	XM_417042#ERICH6B
ENSGALG00010022382	ENSGALT00010054418#CALB2
ENSGALG00010008387	XM_040678879#PHF20L1
ENSGALG00010029374	NM_001006212#RCC1L
ENSGALG00010017272	XM_040696743#NRXN1
ENSGALG00010021679	XM_040651117#MASP2
ENSGALG00010015921	ENSGALT00010038374#SNX21
ENSGALG00010015797	XM_046905370#PIP5K1B
ENSGALG00010024400	ENSGALT00010059508#KCNA1
ENSGALG00010020775	ENSGALT00010050257#UBR1
ENSGALG00010018806	ENSGALT00010045412#GCH1
ENSGALG00010013511	XM_001232253#FAM78B
ENSGALG00010001334	XM_040702544#EBF3
ENSGALG00010023174	ENSGALT00010056487#KCNQ2
ENSGALG00010001104	XM_046898467#MBNL1
ENSGALG00010014626	XM_040671601#C2CD5
ENSGALG00010007902	ENSGALT00010018816#C7orf25
ENSGALG00010005567	ENSGALT00010013340#NDST3
ENSGALG00010029551	ENSGALT00010071432#CCLL4
ENSGALG00010005821	XM_040706146#DOCK9
ENSGALG00010001433	ENSGALT00010003297#ENSGALG00010001433
ENSGALG00010006634	ENSGALT00010015868#PRMT9
ENSGALG00010012454	ENSGALT00010029894#IQCA1
XM_040700156	XM_040700156#LOC121110638
ENSGALG00010021116	ENSGALT00010051128#FAM21C
ENSGALG00010023174	XM_001233488#KCNQ2
ENSGALG00010012859	ENSGALT00010030840#FBXL21
ENSGALG00010016017	XM_040647253#RAPGEF6
ENSGALG00010000681	ENSGALT00010001426#ENSGALG00010000681
ENSGALG00010006353	ENSGALT00010015178#ABCE1
ENSGALG00010023248	XM_040652095#PRDM10
ENSGALG00010020612	NM_001277663#RPL27A
ENSGALG00010024086	ENSGALT00010058708#GABARAPL1
