ENSBTAG00000017942	ENSBTAT00000056382#CRTC2
ENSBTAG00000070082	ENSBTAT00000115051#ENSBTAG00000070082
ENSBTAG00000009797	XM_024977664#RIMBP2
ENSBTAG00000066181	ENSBTAT00000124325#ENSBTAG00000066181
XM_005207448	XM_005207448#LOC785386
ENSBTAG00000050677	ENSBTAT00000073088#ENSBTAG00000050677
ENSBTAG00000033319	NM_001034620#CD200
ENSBTAG00000046348	ENSBTAT00000077445#ELAVL2
ENSBTAG00000031777	ENSBTAT00000117824#GDPD5
ENSBTAG00000024603	XM_059876317#NCOR2
ENSBTAG00000067999	ENSBTAT00000090408#ENSBTAG00000067999
ENSBTAG00000016239	ENSBTAT00000101901#DUOXA2
ENSBTAG00000015414	ENSBTAT00000083240#TBCD
ENSBTAG00000032902	XM_010804969#ENSBTAG00000032902
ENSBTAG00000004910	ENSBTAT00000035225#SLC25A11
ENSBTAG00000008127	XM_015471309#RBP5
ENSBTAG00000014181	XM_005211717#RNF111
ENSBTAG00000017811	ENSBTAT00000124421#SLC39A9
ENSBTAG00000044202	XM_024988118#CNKSR2
ENSBTAG00000011185	NM_001046306#TTC23
ENSBTAG00000009213	ENSBTAT00000115632#TOMM40L
ENSBTAG00000013537	ENSBTAT00000082202#FER1L6
ENSBTAG00000025522	ENSBTAT00000089096#UNC13C
ENSBTAG00000040439	XM_002696304#HTR1A
ENSBTAG00000000111	XM_005212738#UGP2
ENSBTAG00000005710	XM_059874561#NCAM1
ENSBTAG00000003876	XM_024986716#MCU
ENSBTAG00000001476	ENSBTAT00000026794#ENSBTAG00000001476
ENSBTAG00000005812	ENSBTAT00000103413#TP73
ENSBTAG00000003301	ENSBTAT00000076266#NCAM2
ENSBTAG00000017664	XM_005205314#HGF
ENSBTAG00000019735	ENSBTAT00000026303#CPSF3
ENSBTAG00000063224	XM_024993204#CXCL11
ENSBTAG00000069921	ENSBTAT00000111929#ENSBTAG00000069921
ENSBTAG00000030744	XM_015471126#NFYB
ENSBTAG00000045861	XM_010815588#TARM1
ENSBTAG00000001082	ENSBTAT00000069596#SH2D5
ENSBTAG00000016507	XM_024992808#SERHL2
ENSBTAG00000019001	XM_005226844#PRDM10
ENSBTAG00000040320	ENSBTAT00000027035#ENSBTAG00000040320
ENSBTAG00000048271	XM_059887154#MICAL3
ENSBTAG00000018478	NM_001206301#RPL7L1
ENSBTAG00000011998	ENSBTAT00000134680#DUT
ENSBTAG00000048796	ENSBTAT00000072674#ENSBTAG00000048796
ENSBTAG00000019781	XM_059874718#CLASP1
ENSBTAG00000020395	ENSBTAT00000027183#LYSMD1
ENSBTAG00000020430	XM_005217659#GLT1D1
ENSBTAG00000017739	ENSBTAT00000104624#TNK1
ENSBTAG00000000712	XM_059889267#FBXW2
ENSBTAG00000015470	NM_001075676#SYPL2
ENSBTAG00000001042	ENSBTAT00000135474#MXD1
ENSBTAG00000033291	ENSBTAT00000094268#SPAG6
ENSBTAG00000023529	ENSBTAT00000079607#SPEF2
ENSBTAG00000002411	XM_024975233#CTNND1
ENSBTAG00000068125	ENSBTAT00000110538#ENSBTAG00000068125
ENSBTAG00000054239	XM_002694045#KIF1B
ENSBTAG00000011642	XM_005209576#RBM27
ENSBTAG00000013254	ENSBTAT00000121290#XPO1
ENSBTAG00000047473	ENSBTAT00000073481#ENSBTAG00000047473
XM_059875030	XM_059875030#OR8J12
ENSBTAG00000035323	NM_001099170#TMX4
ENSBTAG00000006855	ENSBTAT00000082318#TDRD1
ENSBTAG00000013465	ENSBTAT00000078164#NXPE3
ENSBTAG00000011140	NM_001046592#FAM162A
ENSBTAG00000010293	ENSBTAT00000107027#PARD3B
ENSBTAG00000008945	XM_024977229#SDSL
ENSBTAG00000013793	XM_003586572#NEDD4
ENSBTAG00000002126	ENSBTAT00000053481#PFKFB2
ENSBTAG00000007031	NM_001075624#OXSM
ENSBTAG00000010001	XM_010815765#RHOT1
ENSBTAG00000057632	ENSBTAT00000119659#COPRS
ENSBTAG00000002319	XM_010810510#HMCN2
ENSBTAG00000021916	ENSBTAT00000117306#MYL4
ENSBTAG00000011802	NM_001143865#COL6A1
ENSBTAG00000027916	ENSBTAT00000069700#MALT1
ENSBTAG00000058103	ENSBTAT00000102154#ENSBTAG00000058103
ENSBTAG00000025477	ENSBTAT00000105294#KIF3A
ENSBTAG00000009780	ENSBTAT00000079497#GTF2I
ENSBTAG00000062860	ENSBTAT00000092665#ENSBTAG00000062860
ENSBTAG00000017220	ENSBTAT00000022885#GH1
ENSBTAG00000002051	XM_024975863#ARAP1
ENSBTAG00000019250	ENSBTAT00000134939#BTK
ENSBTAG00000002527	ENSBTAT00000087739#ZSWIM4
ENSBTAG00000008987	ENSBTAT00000116178#SOCS5
ENSBTAG00000007427	ENSBTAT00000032873#PPRC1
ENSBTAG00000039172	ENSBTAT00000069770#RABGAP1
ENSBTAG00000019593	NM_001166606#KNOP1
ENSBTAG00000062703	NM_001390098#OR51H8
ENSBTAG00000031792	ENSBTAT00000045075#POLR1H
ENSBTAG00000017082	ENSBTAT00000067733#POR
ENSBTAG00000009309	ENSBTAT00000108133#PEX10
ENSBTAG00000054881	XM_010819756#RNLS
ENSBTAG00000038920	XM_003586568#VPS13C
ENSBTAG00000011837	NM_001098864#GET3
ENSBTAG00000001077	ENSBTAT00000117941#OSBPL5
ENSBTAG00000008595	ENSBTAT00000080658#PPHLN1
ENSBTAG00000019277	ENSBTAT00000025668#KCNH3
ENSBTAG00000002706	NM_001435439#GSTZ1
ENSBTAG00000011067	XM_015460734#IL17RA
ENSBTAG00000021120	ENSBTAT00000068026#SMYD1
ENSBTAG00000003465	ENSBTAT00000134913#ZNF329
ENSBTAG00000021227	NM_174724#ATP5PD
ENSBTAG00000012691	ENSBTAT00000110128#GTF2E2
ENSBTAG00000013187	XM_024986713#DLG5
ENSBTAG00000012628	ENSBTAT00000114263#SLC1A2
ENSBTAG00000004622	XM_025000506#DZANK1
ENSBTAG00000059969	ENSBTAT00000117125#ENSBTAG00000059969
ENSBTAG00000009924	ENSBTAT00000064417#MR1
ENSBTAG00000046922	ENSBTAT00000065629#TWIST1
ENSBTAG00000052607	ENSBTAT00000080140#ENSBTAG00000052607
ENSBTAG00000012684	ENSBTAT00000016850#CCL19
ENSBTAG00000024928	ENSBTAT00000034729#TNFRSF1B
ENSBTAG00000011178	NM_001435121#IL17RB
ENSBTAG00000058842	ENSBTAT00000120168#ENSBTAG00000058842
ENSBTAG00000001562	ENSBTAT00000134390#NFE2
ENSBTAG00000015581	ENSBTAT00000020699#COL9A3
ENSBTAG00000031412	NM_001390001#OR6F1
ENSBTAG00000031631	XM_002694132#C1QTNF12
ENSBTAG00000015133	NM_001024930#CCR7
ENSBTAG00000007757	ENSBTAT00000108058#PRPF31
ENSBTAG00000000460	XM_059883028#SYTL2
ENSBTAG00000006121	XM_005219729#SBK2
ENSBTAG00000007147	XM_024980277#CUEDC1
XM_024989975	XM_024989975#H2BC20
ENSBTAG00000056843	ENSBTAT00000100365#ENSBTAG00000056843
ENSBTAG00000050016	ENSBTAT00000092097#COX7B2
ENSBTAG00000015887	ENSBTAT00000060940#FOXJ3
ENSBTAG00000039307	XM_024975708#YAP1
ENSBTAG00000004165	ENSBTAT00000005451#CLYBL
ENSBTAG00000017800	XM_002689627#DMRT3
ENSBTAG00000023398	ENSBTAT00000085998#UBASH3A
ENSBTAG00000016969	XM_005210894#ORC3
ENSBTAG00000018811	ENSBTAT00000025041#TMC2
ENSBTAG00000051916	ENSBTAT00000078516#RIPPLY3
ENSBTAG00000015611	ENSBTAT00000108410#TBC1D9B
ENSBTAG00000010826	XM_024975513#EMSY
ENSBTAG00000046597	ENSBTAT00000127545#GPRIN2
ENSBTAG00000067568	ENSBTAT00000088238#ENSBTAG00000067568
ENSBTAG00000017232	ENSBTAT00000085171#KIF13B
ENSBTAG00000002559	NM_001101065#MIOX
ENSBTAG00000004171	XM_003586591#GPHN
ENSBTAG00000007118	XM_005225271#SMURF1
ENSBTAG00000048061	XM_024987445#GRM5
ENSBTAG00000019478	ENSBTAT00000025945#NAAA
ENSBTAG00000044097	ENSBTAT00000134843#KLF7
ENSBTAG00000013658	ENSBTAT00000086366#ERC1
ENSBTAG00000063575	XM_059889969#TMEM181
ENSBTAG00000003555	XM_010810013#THADA
ENSBTAG00000052511	ENSBTAT00000081997#ENSBTAG00000052511
ENSBTAG00000013532	ENSBTAT00000101443#FAM187A
ENSBTAG00000011337	ENSBTAT00000015064#ANKRD33B
ENSBTAG00000008636	XM_059881025#PDE4B
ENSBTAG00000008633	ENSBTAT00000083115#SLX1A
ENSBTAG00000001693	ENSBTAT00000081849#RPAP1
XM_059889467	XM_059889465#LOC112447808
ENSBTAG00000012084	ENSBTAT00000073778#ENSBTAG00000012084
ENSBTAG00000068645	ENSBTAT00000088628#ENSBTAG00000068645
ENSBTAG00000065931	ENSBTAT00000102641#COL19A1
ENSBTAG00000058870	ENSBTAT00000113045#ENSBTAG00000058870
ENSBTAG00000003622	XM_010817516#ZKSCAN7
ENSBTAG00000061980	ENSBTAT00000132550#ENSBTAG00000061980
ENSBTAG00000009087	NM_001114512#GNG10
ENSBTAG00000063887	XM_059883886#ENSBTAG00000063887
ENSBTAG00000003030	XM_025001104#KCNQ2
ENSBTAG00000001654	NM_001105466#SNTB2
ENSBTAG00000018727	ENSBTAT00000024928#GOLIM4
ENSBTAG00000019787	NM_174665#PAFAH1B3
ENSBTAG00000017788	ENSBTAT00000023654#AKT3
ENSBTAG00000015311	XM_010805079#PTPRR
ENSBTAG00000013740	NM_001435048#SP2
ENSBTAG00000009746	NM_001075564#MPHOSPH6
ENSBTAG00000034978	ENSBTAT00000076949#FAM168B
ENSBTAG00000011334	XM_024981239#NADK2
ENSBTAG00000009443	ENSBTAT00000133056#GCNT3
ENSBTAG00000007315	ENSBTAT00000054819#LARS2
ENSBTAG00000001564	XM_005204055#PDE4DIP
ENSBTAG00000018841	XM_024995600#PTPN3
ENSBTAG00000057582	ENSBTAT00000096373#ENSBTAG00000057582
ENSBTAG00000060507	ENSBTAT00000116590#ENSBTAG00000060507
ENSBTAG00000058831	ENSBTAT00000104994#ENSBTAG00000058831
ENSBTAG00000006916	XM_005220048#TAF15
ENSBTAG00000037899	ENSBTAT00000056239#DLK1
ENSBTAG00000000362	ENSBTAT00000070333#SPG11
ENSBTAG00000009443	ENSBTAT00000133928#GCNT3
ENSBTAG00000038495	XM_010810739#ENSBTAG00000038495
NM_001390762	NM_001390762#OR5AN1L
ENSBTAG00000007353	XM_005220556#DLX4
ENSBTAG00000032902	XM_024991637#ENSBTAG00000032902
ENSBTAG00000002080	NM_001102382#CCN3
ENSBTAG00000017278	XM_025000328#ACBD5
ENSBTAG00000015337	ENSBTAT00000075420#TSPAN12
ENSBTAG00000012135	XM_059876275#LARP1B
ENSBTAG00000045602	XM_010806144#EXOC1L
ENSBTAG00000021841	ENSBTAT00000026607#CHD7
ENSBTAG00000014421	XM_024983366#PBX2
ENSBTAG00000020757	XM_024992074#PCBP2
ENSBTAG00000003751	ENSBTAT00000098151#MACC1
XM_024977945	NM_174268#CFDP1
ENSBTAG00000004015	ENSBTAT00000005242#KAT6A
ENSBTAG00000006974	ENSBTAT00000100370#PLEKHA7
ENSBTAG00000019694	XM_005202733#ADAM23
ENSBTAG00000018169	XM_024979797#ITGB4
ENSBTAG00000002808	ENSBTAT00000003636#PSMA3
ENSBTAG00000021289	NM_001163190#POGZ
ENSBTAG00000048526	ENSBTAT00000069634#L3MBTL1
NM_001389910	NM_001389910#OR7G48
NM_001167660	NM_001167660#20ALPHA-HSD
ENSBTAG00000008170	ENSBTAT00000075214#POLA1
ENSBTAG00000021953	ENSBTAT00000129466#LARGE1
ENSBTAG00000002633	XM_010816599#SEPTIN9
ENSBTAG00000040042	ENSBTAT00000015137#GRIN2C
ENSBTAG00000000639	ENSBTAT00000000841#APRT
ENSBTAG00000024492	XM_059875781#ENSBTAG00000024492
ENSBTAG00000054324	ENSBTAT00000076999#TRABD2B
ENSBTAG00000014474	XM_024975438#API5
ENSBTAG00000058648	ENSBTAT00000095577#ENSBTAG00000058648
ENSBTAG00000050888	NM_001078102#DNAJC24
ENSBTAG00000000789	ENSBTAT00000001045#PPP1R7
ENSBTAG00000045799	ENSBTAT00000065487#ENSBTAG00000045799
ENSBTAG00000069845	ENSBTAT00000092664#ENSBTAG00000069845
ENSBTAG00000019581	ENSBTAT00000093889#PLEKHF2
ENSBTAG00000012577	ENSBTAT00000016697#UVSSA
ENSBTAG00000068764	NM_001319888#ENSBTAG00000068764
ENSBTAG00000004240	NM_001434739#TMPO
ENSBTAG00000002083	ENSBTAT00000002697#AUTS2
ENSBTAG00000050865	ENSBTAT00000076305#ENSBTAG00000050865
ENSBTAG00000004515	NM_001075207#KCNK1
ENSBTAG00000015724	ENSBTAT00000020875#BPIFB1
ENSBTAG00000034522	ENSBTAT00000066896#SLC10A7
ENSBTAG00000063471	ENSBTAT00000122081#ENSBTAG00000063471
ENSBTAG00000016726	ENSBTAT00000122706#KIF15
ENSBTAG00000001564	XM_059885008#PDE4DIP
ENSBTAG00000002555	ENSBTAT00000003309#PDZK1IP1
ENSBTAG00000050900	ENSBTAT00000080706#ENSBTAG00000050900
XM_059883851	XM_059883851#LOC112445114
ENSBTAG00000064551	ENSBTAT00000122954#FAM133A
ENSBTAG00000022829	ENSBTAT00000131291#OACYL
ENSBTAG00000003827	XM_059874476#RIMS2
ENSBTAG00000020700	ENSBTAT00000095787#CLCN6
ENSBTAG00000015352	ENSBTAT00000078957#MTMR4
ENSBTAG00000016347	ENSBTAT00000021749#ENSBTAG00000016347
ENSBTAG00000019820	ENSBTAT00000026403#RAB9B
ENSBTAG00000011068	ENSBTAT00000127592#MON2
ENSBTAG00000066776	ENSBTAT00000134081#MOCS3
ENSBTAG00000047161	ENSBTAT00000063647#ARSH
ENSBTAG00000056761	ENSBTAT00000090648#ENSBTAG00000056761
ENSBTAG00000001565	NM_001034469#MESD
ENSBTAG00000031483	ENSBTAT00000044622#ENSBTAG00000031483
ENSBTAG00000053093	ENSBTAT00000082709#ENSBTAG00000053093
ENSBTAG00000019929	ENSBTAT00000082026#ITGAV
ENSBTAG00000002036	XM_024979652#CACNB1
ENSBTAG00000046129	ENSBTAT00000126180#RAB34
ENSBTAG00000058047	ENSBTAT00000127868#ENSBTAG00000058047
ENSBTAG00000038149	XM_024978272#NLRP12
ENSBTAG00000006708	ENSBTAT00000096972#ARIH1
ENSBTAG00000060035	ENSBTAT00000104733#ENSBTAG00000060035
ENSBTAG00000003820	ENSBTAT00000071456#GRAMD1A
ENSBTAG00000063275	XM_003586682#DNLZ
ENSBTAG00000048798	XM_024977602#BLTP1
NM_001389954	NM_001389954#OR10T2
ENSBTAG00000033298	XM_010815843#LYRM9
NM_001390495	NM_001390495#OR6C2
ENSBTAG00000040338	XM_025000729#OBSL1
ENSBTAG00000006801	ENSBTAT00000069834#TMEM106A
ENSBTAG00000033186	ENSBTAT00000072281#OXCT1
ENSBTAG00000006765	ENSBTAT00000095121#LARS1
ENSBTAG00000011425	NM_001206500#PTPRA
ENSBTAG00000008183	ENSBTAT00000010764#MBTPS2
ENSBTAG00000004515	ENSBTAT00000005929#KCNK1
XM_025001163	XM_025001163#ANKRD60
ENSBTAG00000011079	ENSBTAT00000090350#C18H19orf48
ENSBTAG00000019402	ENSBTAT00000025850#CFAP100
ENSBTAG00000021744	NM_001192184#PSMC3
ENSBTAG00000014129	XM_059886608#RAB5B
ENSBTAG00000015371	ENSBTAT00000020429#GABPB2
ENSBTAG00000004795	ENSBTAT00000037835#RIPPLY2
ENSBTAG00000004505	ENSBTAT00000072734#NLRC3
ENSBTAG00000032339	XM_015474702#ASCL3
ENSBTAG00000048173	ENSBTAT00000063105#ENSBTAG00000048173
ENSBTAG00000007615	ENSBTAT00000010014#CNTN3
ENSBTAG00000019471	ENSBTAT00000025936#CNIH4
ENSBTAG00000016024	ENSBTAT00000021328#MYL12A
ENSBTAG00000013009	ENSBTAT00000044590#AURKA
ENSBTAG00000017039	ENSBTAT00000022655#ARHGEF33
ENSBTAG00000015593	ENSBTAT00000102196#KIAA0753
XM_059877663	XM_059877663#LOC132342891
ENSBTAG00000013204	XM_024989650#ATP13A3
ENSBTAG00000020393	NM_001100383#METTL21C
ENSBTAG00000064234	ENSBTAT00000111700#ENSBTAG00000064234
ENSBTAG00000057505	ENSBTAT00000099691#ENSBTAG00000057505
ENSBTAG00000032982	NM_001076865#TERF1
ENSBTAG00000010723	XM_005223223#PFDN6
ENSBTAG00000009257	ENSBTAT00000129317#CERKL
ENSBTAG00000001492	ENSBTAT00000130627#FYB1
ENSBTAG00000023182	ENSBTAT00000090129#WNK3
ENSBTAG00000006158	XM_024990666#DZIP3
ENSBTAG00000037913	ENSBTAT00000052457#ZNF22
ENSBTAG00000007518	ENSBTAT00000071222#TRIM69
ENSBTAG00000000501	ENSBTAT00000125282#KLHL13
ENSBTAG00000019514	ENSBTAT00000129412#OPA1
ENSBTAG00000000061	XM_015471577#PCDH7
ENSBTAG00000039462	ENSBTAT00000101209#PCLAF
ENSBTAG00000010943	ENSBTAT00000073508#SLC22A23
ENSBTAG00000020975	XM_059880474#SYNGAP1
ENSBTAG00000065905	ENSBTAT00000109861#ENSBTAG00000065905
ENSBTAG00000008369	ENSBTAT00000011016#RBM8A
ENSBTAG00000005884	XM_005210566#WDR31
ENSBTAG00000048470	ENSBTAT00000101161#ENSBTAG00000048470
ENSBTAG00000008761	ENSBTAT00000011542#TRAFD1
ENSBTAG00000004430	NM_001077931#SGPP1
ENSBTAG00000003604	XM_024986851#ADAMTSL4
ENSBTAG00000058116	ENSBTAT00000127442#ARL4D
ENSBTAG00000004268	ENSBTAT00000005590#TRAPPC5
ENSBTAG00000010060	ENSBTAT00000013267#SLC43A3
ENSBTAG00000067066	ENSBTAT00000103719#ENSBTAG00000067066
ENSBTAG00000007753	XM_059874315#KIFC2
XM_059874377	XM_059874377#LOC132342149
ENSBTAG00000048256	XM_059882098#ENSBTAG00000048256
ENSBTAG00000040067	ENSBTAT00000052307#HIPK4
ENSBTAG00000011052	ENSBTAT00000055688#ENSBTAG00000011052
ENSBTAG00000017011	ENSBTAT00000134415#CCDC125
ENSBTAG00000012307	ENSBTAT00000132676#DTNA
ENSBTAG00000011812	NM_001046036#DIMT1
ENSBTAG00000053777	ENSBTAT00000072085#ENSBTAG00000053777
ENSBTAG00000051675	ENSBTAT00000084534#PIERCE2
ENSBTAG00000044144	ENSBTAT00000061171#GUCY1A2
ENSBTAG00000013577	NM_174601#SLC1A5
ENSBTAG00000000115	ENSBTAT00000104474#VPS54
ENSBTAG00000040551	ENSBTAT00000096650#ZBTB1
ENSBTAG00000016972	ENSBTAT00000022573#RAB11FIP4
ENSBTAG00000045896	ENSBTAT00000066007#NPTX2
ENSBTAG00000058702	ENSBTAT00000116290#ENSBTAG00000058702
ENSBTAG00000002612	ENSBTAT00000003379#FANCM
ENSBTAG00000016497	ENSBTAT00000086304#FAM168A
ENSBTAG00000032527	ENSBTAT00000046144#ERCC6
ENSBTAG00000016932	XM_005201224#SENP7
ENSBTAG00000015834	ENSBTAT00000129251#ARHGEF4
ENSBTAG00000047543	XM_024981892#NTRK3
ENSBTAG00000004375	ENSBTAT00000096044#ESRP2
ENSBTAG00000002871	NM_001101963#COPS6
ENSBTAG00000012929	ENSBTAT00000017179#CEP85L
ENSBTAG00000000134	ENSBTAT00000000147#MPDU1
ENSBTAG00000009711	NM_001075176#RPA1
ENSBTAG00000040329	ENSBTAT00000109847#HTR1D
ENSBTAG00000006177	ENSBTAT00000078233#ZDHHC20
ENSBTAG00000002604	ENSBTAT00000003368#SP8
ENSBTAG00000007732	XM_059879897#ARPP21
ENSBTAG00000054968	XM_059877318#ENSBTAG00000054968
ENSBTAG00000004622	XM_025000507#DZANK1
ENSBTAG00000001999	XM_005215835#NKAPD1
ENSBTAG00000019781	XM_059874712#CLASP1
ENSBTAG00000001271	NM_173951#ENSBTAG00000001271
ENSBTAG00000015591	XM_024993877#SQSTM1
ENSBTAG00000020726	XM_024999884#ARHGEF7
ENSBTAG00000003212	ENSBTAT00000004170#NNAT
ENSBTAG00000008241	ENSBTAT00000070203#MRPS5
ENSBTAG00000040093	XM_002691354#FOXI3
ENSBTAG00000005960	XM_010808557#EPB41L2
ENSBTAG00000006054	ENSBTAT00000084635#ACBD4
XM_002689039	XM_002689039#OR7A128
ENSBTAG00000064260	ENSBTAT00000126737#ENSBTAG00000064260
ENSBTAG00000017665	NM_174822#DHRS4
ENSBTAG00000002609	ENSBTAT00000131084#TMIGD1
ENSBTAG00000015618	ENSBTAT00000020744#GDF15
ENSBTAG00000021424	ENSBTAT00000028559#CSK
ENSBTAG00000007981	ENSBTAT00000112961#GRK5
ENSBTAG00000058603	ENSBTAT00000067136#ENSBTAG00000058603
ENSBTAG00000000053	XM_005210666#FILIP1
ENSBTAG00000060794	ENSBTAT00000100481#ENSBTAG00000060794
ENSBTAG00000000871	ENSBTAT00000001158#TRIM27
ENSBTAG00000014598	XM_024980958#BPTF
ENSBTAG00000015837	ENSBTAT00000064076#P2RY12
ENSBTAG00000021703	ENSBTAT00000116127#MED12L
XM_059892874	XM_059892874#LOC132346871
ENSBTAG00000004432	ENSBTAT00000005810#CHRDL1
ENSBTAG00000005439	ENSBTAT00000123070#EEIG2
ENSBTAG00000008363	XM_059890819#EXD1
ENSBTAG00000057783	ENSBTAT00000098039#ENSBTAG00000057783
ENSBTAG00000011017	XM_005202635#ABI2
ENSBTAG00000061388	ENSBTAT00000128515#ENSBTAG00000061388
ENSBTAG00000021653	XM_025001329#TRIP12
ENSBTAG00000009519	NM_001080303#TRIM23
ENSBTAG00000031071	ENSBTAT00000052640#ZNF624
ENSBTAG00000018603	ENSBTAT00000024758#RGMA
ENSBTAG00000020314	XM_005226562#COG2
ENSBTAG00000061192	XM_059877080#MEIOSIN
ENSBTAG00000047231	ENSBTAT00000063025#TNNI1
ENSBTAG00000006335	XM_024991408#STAT6
ENSBTAG00000017291	ENSBTAT00000109493#GPR108
ENSBTAG00000001533	ENSBTAT00000072412#HACE1
ENSBTAG00000001189	NM_001045938#AP1B1
ENSBTAG00000005859	NM_174378#LALBA
ENSBTAG00000066707	ENSBTAT00000112131#ENSBTAG00000066707
ENSBTAG00000009098	XM_010816986#POLG
ENSBTAG00000020454	XM_005214657#LZTS3
ENSBTAG00000060940	ENSBTAT00000131695#ENSBTAG00000060940
ENSBTAG00000053257	ENSBTAT00000078739#ENSBTAG00000053257
ENSBTAG00000058832	ENSBTAT00000134422#ENSBTAG00000058832
ENSBTAG00000016878	ENSBTAT00000074610#WDR59
ENSBTAG00000009287	ENSBTAT00000012234#EBP
ENSBTAG00000016873	NM_001015568#OSER1
ENSBTAG00000001615	XM_015458890#RUNDC3A
ENSBTAG00000011226	ENSBTAT00000071207#SLC4A2
ENSBTAG00000050892	NM_001390543#OR4L17
ENSBTAG00000059833	ENSBTAT00000132273#ENSBTAG00000059833
ENSBTAG00000020334	XM_059890485#ENTPD5
ENSBTAG00000006003	XM_024979529#SAP130
NM_001389771	NM_001389771#OR2AG1G
ENSBTAG00000000010	ENSBTAT00000000010#UBL7
ENSBTAG00000023064	XM_059891881#ENSBTAG00000023064
ENSBTAG00000009363	ENSBTAT00000133180#GINS3
ENSBTAG00000062474	ENSBTAT00000087998#ENSBTAG00000062474
ENSBTAG00000067770	ENSBTAT00000103313#ENSBTAG00000067770
ENSBTAG00000039980	ENSBTAT00000098996#CLECL1
ENSBTAG00000014412	XM_024994908#ELAVL3
ENSBTAG00000057194	ENSBTAT00000071179#SERPINB6
ENSBTAG00000053386	XM_024983329#RAB43
ENSBTAG00000014151	ENSBTAT00000127234#RCSD1
ENSBTAG00000003894	XM_005218588#NDRG4
ENSBTAG00000007976	ENSBTAT00000092137#FAM3C
ENSBTAG00000050130	ENSBTAT00000072928#SNRPE
ENSBTAG00000018084	XM_005218047#CASTOR1
ENSBTAG00000009941	NM_001077518#MBIP
ENSBTAG00000020297	NM_001101878#SLC66A3
ENSBTAG00000054162	XM_002695942#HOXB8
ENSBTAG00000021358	ENSBTAT00000056369#BLNK
ENSBTAG00000023144	XM_010813547#PTPRC
ENSBTAG00000009443	ENSBTAT00000119233#GCNT3
ENSBTAG00000067361	ENSBTAT00000070232#ENSBTAG00000067361
ENSBTAG00000052951	ENSBTAT00000095604#ENSBTAG00000052951
ENSBTAG00000037602	ENSBTAT00000053644#ENSBTAG00000037602
ENSBTAG00000019750	ENSBTAT00000091126#TMEM106B
ENSBTAG00000016103	ENSBTAT00000126475#CBFB
ENSBTAG00000012834	ENSBTAT00000017050#ARSI
ENSBTAG00000069741	XM_002690507#ENSBTAG00000069741
ENSBTAG00000048315	ENSBTAT00000065875#OR2C3
ENSBTAG00000009180	ENSBTAT00000012095#NRSN1
ENSBTAG00000011079	ENSBTAT00000014709#C18H19orf48
ENSBTAG00000010647	ENSBTAT00000130366#NTRK2
ENSBTAG00000033464	ENSBTAT00000047600#SPA17
ENSBTAG00000004931	ENSBTAT00000006488#POLE2
ENSBTAG00000013392	ENSBTAT00000080368#PLD2
ENSBTAG00000018232	XM_024999865#STOML3
XM_015471669	XM_015471669#LOC782370
ENSBTAG00000015308	XM_005220743#SMARCE1
ENSBTAG00000037400	ENSBTAT00000082733#TNRC18
ENSBTAG00000022927	ENSBTAT00000031159#RAC3
ENSBTAG00000038979	NM_001128503#TMEM167B
ENSBTAG00000069959	ENSBTAT00000114813#ENSBTAG00000069959
ENSBTAG00000052665	XM_059881333#CYP3A74
ENSBTAG00000062777	ENSBTAT00000126972#ENSBTAG00000062777
ENSBTAG00000001893	ENSBTAT00000002463#TM4SF4
ENSBTAG00000061785	ENSBTAT00000109470#ENSBTAG00000061785
ENSBTAG00000017253	ENSBTAT00000097629#MECR
ENSBTAG00000033377	ENSBTAT00000047481#ENSBTAG00000033377
ENSBTAG00000005166	ENSBTAT00000085848#CHTOP
ENSBTAG00000030193	ENSBTAT00000124768#GPR35
ENSBTAG00000049641	XM_024988841#ENOX2
ENSBTAG00000004718	XM_005206413#PUS7L
ENSBTAG00000063189	ENSBTAT00000133317#ENSBTAG00000063189
ENSBTAG00000025612	NM_001075729#URM1
ENSBTAG00000061794	NM_001389859#OR8H14
ENSBTAG00000011736	ENSBTAT00000015586#IGF2BP1
ENSBTAG00000019340	XM_002691876#PCDH9
ENSBTAG00000020969	XM_015461047#DCAF6
ENSBTAG00000015208	ENSBTAT00000061091#CARMIL3
ENSBTAG00000019003	ENSBTAT00000025292#TNP1
ENSBTAG00000011888	XM_005204901#CCDC24
ENSBTAG00000021653	XM_059893296#TRIP12
ENSBTAG00000048991	ENSBTAT00000118188#REC114
ENSBTAG00000017133	ENSBTAT00000022773#GINS4
ENSBTAG00000010984	ENSBTAT00000109006#CDKN2AIPNL
ENSBTAG00000055981	ENSBTAT00000087667#ENSBTAG00000055981
ENSBTAG00000004850	XM_024999948#KPNA3
ENSBTAG00000002698	XM_059875965#UBE3B
ENSBTAG00000040449	ENSBTAT00000055337#C15H11orf97
ENSBTAG00000014289	XM_024990134#ZFYVE9
ENSBTAG00000068656	ENSBTAT00000132168#ENSBTAG00000068656
ENSBTAG00000008494	ENSBTAT00000011197#TMEM171
ENSBTAG00000018130	XM_010802232#MAP2
ENSBTAG00000003540	ENSBTAT00000116175#MYT1L
ENSBTAG00000056685	ENSBTAT00000094956#ENSBTAG00000056685
ENSBTAG00000007840	ENSBTAT00000135141#HMGCR
ENSBTAG00000012737	ENSBTAT00000016931#GPR65
ENSBTAG00000001465	ENSBTAT00000001919#P2RY1
ENSBTAG00000014660	ENSBTAT00000019520#WDR53
ENSBTAG00000016249	ENSBTAT00000021616#NAGS
